,timestamp,building_id,meter,month,weekday,hour,site_id,primaryspaceusage,sqm,lat,lng,timezone,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed,meter_reading
1196768,2016-01-17 07:00:00,1631,1,1,6,7,18,3,23500.0,53.34,6.26,0,4.3,4.1,1023.0,140.0,3.0,85.9908
1199821,2016-01-17 08:00:00,1631,1,1,6,8,18,3,23500.0,53.34,6.26,0,4.2,3.7,1022.5,140.0,2.0,116.0767
1202874,2016-01-17 09:00:00,1631,1,1,6,9,18,3,23500.0,53.34,6.26,0,4.9,3.9,1022.0,110.0,3.0,125.0342
1205927,2016-01-17 10:00:00,1631,1,1,6,10,18,3,23500.0,53.34,6.26,0,5.4,4.1,1021.5,130.0,5.0,124.3817
1208980,2016-01-17 11:00:00,1631,1,1,6,11,18,3,23500.0,53.34,6.26,0,5.8,3.8,1021.0,140.0,4.0,125.315
1212033,2016-01-17 12:00:00,1631,1,1,6,12,18,3,23500.0,53.34,6.26,0,6.4,5.2,1020.0,140.0,4.0,117.4625
1215086,2016-01-17 13:00:00,1631,1,1,6,13,18,3,23500.0,53.34,6.26,0,7.0,5.8,1019.0,130.0,4.0,120.0925
1218139,2016-01-17 14:00:00,1631,1,1,6,14,18,3,23500.0,53.34,6.26,0,7.6,6.1,1018.0,130.0,6.0,116.7825
1221192,2016-01-17 15:00:00,1631,1,1,6,15,18,3,23500.0,53.34,6.26,0,8.1,5.9,1017.0,130.0,6.0,113.85
1224245,2016-01-17 16:00:00,1631,1,1,6,16,18,3,23500.0,53.34,6.26,0,7.6,6.1,1016.0,130.0,5.0,118.0317
1227298,2016-01-17 17:00:00,1631,1,1,6,17,18,3,23500.0,53.34,6.26,0,7.8,6.5,1015.0,130.0,5.0,125.38
1230351,2016-01-17 18:00:00,1631,1,1,6,18,18,3,23500.0,53.34,6.26,0,7.7,6.6,1014.5,140.0,6.0,110.8942
1233404,2016-01-17 19:00:00,1631,1,1,6,19,18,3,23500.0,53.34,6.26,0,7.5,6.6,1014.0,140.0,8.0,100.1433
1236457,2016-01-17 20:00:00,1631,1,1,6,20,18,3,23500.0,53.34,6.26,0,7.3,6.8,1013.0,140.0,10.0,92.4583
1239510,2016-01-17 21:00:00,1631,1,1,6,21,18,3,23500.0,53.34,6.26,0,7.1,6.1,1012.5,140.0,9.0,92.7117
1242563,2016-01-17 22:00:00,1631,1,1,6,22,18,3,23500.0,53.34,6.26,0,7.0,6.2,1011.5,130.0,10.0,87.1808
1245616,2016-01-17 23:00:00,1631,1,1,6,23,18,3,23500.0,53.34,6.26,0,7.1,6.0,1011.0,140.0,10.0,86.4683
1248669,2016-01-18 00:00:00,1631,1,1,0,0,18,3,23500.0,53.34,6.26,0,7.1,5.8,1010.5,130.0,9.0,88.5
1251722,2016-01-18 01:00:00,1631,1,1,0,1,18,3,23500.0,53.34,6.26,0,7.0,6.0,1009.5,130.0,9.0,91.4742
1254775,2016-01-18 02:00:00,1631,1,1,0,2,18,3,23500.0,53.34,6.26,0,6.9,6.0,1009.0,140.0,9.0,87.5425
1257828,2016-01-18 03:00:00,1631,1,1,0,3,18,3,23500.0,53.34,6.26,0,6.9,6.1,1008.5,140.0,8.0,89.8975
1260881,2016-01-18 04:00:00,1631,1,1,0,4,18,3,23500.0,53.34,6.26,0,6.9,6.1,1008.5,140.0,9.0,96.3408
1263934,2016-01-18 05:00:00,1631,1,1,0,5,18,3,23500.0,53.34,6.26,0,7.3,5.7,1008.0,140.0,9.0,94.1192
1266987,2016-01-18 06:00:00,1631,1,1,0,6,18,3,23500.0,53.34,6.26,0,7.2,5.2,1008.5,130.0,8.0,162.7983
1270040,2016-01-18 07:00:00,1631,1,1,0,7,18,3,23500.0,53.34,6.26,0,7.0,4.7,1008.5,130.0,7.0,188.6108
1273093,2016-01-18 08:00:00,1631,1,1,0,8,18,3,23500.0,53.34,6.26,0,6.7,4.2,1009.0,130.0,7.0,254.0192
1276146,2016-01-18 09:00:00,1631,1,1,0,9,18,3,23500.0,53.34,6.26,0,6.6,4.2,1010.0,130.0,6.0,300.5883
1279199,2016-01-18 10:00:00,1631,1,1,0,10,18,3,23500.0,53.34,6.26,0,6.7,4.3,1010.0,120.0,6.0,315.1975
1282252,2016-01-18 11:00:00,1631,1,1,0,11,18,3,23500.0,53.34,6.26,0,6.9,4.3,1010.5,130.0,5.0,297.4967
1285305,2016-01-18 12:00:00,1631,1,1,0,12,18,3,23500.0,53.34,6.26,0,6.9,4.3,1010.5,140.0,5.0,296.0375
1288358,2016-01-18 13:00:00,1631,1,1,0,13,18,3,23500.0,53.34,6.26,0,6.9,4.3,1011.0,140.0,4.0,294.9608
1291411,2016-01-18 14:00:00,1631,1,1,0,14,18,3,23500.0,53.34,6.26,0,6.8,4.2,1011.0,160.0,3.0,309.2133
1294464,2016-01-18 15:00:00,1631,1,1,0,15,18,3,23500.0,53.34,6.26,0,6.4,4.5,1011.0,160.0,3.0,309.6533
1297517,2016-01-18 16:00:00,1631,1,1,0,16,18,3,23500.0,53.34,6.26,0,6.2,4.6,1011.5,140.0,3.0,282.9908
1300570,2016-01-18 17:00:00,1631,1,1,0,17,18,3,23500.0,53.34,6.26,0,4.7,3.4,1012.0,120.0,3.0,238.4792
1303623,2016-01-18 18:00:00,1631,1,1,0,18,18,3,23500.0,53.34,6.26,0,5.5,4.7,1012.5,110.0,3.0,210.6925
1306676,2016-01-18 19:00:00,1631,1,1,0,19,18,3,23500.0,53.34,6.26,0,5.5,5.0,1013.0,140.0,2.0,187.7183
1309729,2016-01-18 20:00:00,1631,1,1,0,20,18,3,23500.0,53.34,6.26,0,5.5,5.0,1013.5,150.0,2.0,162.8875
1312782,2016-01-18 21:00:00,1631,1,1,0,21,18,3,23500.0,53.34,6.26,0,4.6,4.0,1013.5,120.0,2.0,154.0367
1315835,2016-01-18 22:00:00,1631,1,1,0,22,18,3,23500.0,53.34,6.26,0,5.2,4.7,1014.0,150.0,2.0,131.3825
1318888,2016-01-18 23:00:00,1631,1,1,0,23,18,3,23500.0,53.34,6.26,0,3.4,3.0,1014.5,100.0,2.0,122.0225
1321941,2016-01-19 00:00:00,1631,1,1,1,0,18,3,23500.0,53.34,6.26,0,3.0,2.7,1014.5,90.0,3.0,100.7867
1324994,2016-01-19 01:00:00,1631,1,1,1,1,18,3,23500.0,53.34,6.26,0,2.3,2.3,1014.0,90.0,3.0,87.9158
1328047,2016-01-19 02:00:00,1631,1,1,1,2,18,3,23500.0,53.34,6.26,0,2.6,2.5,1014.0,100.0,3.0,92.2108
1331100,2016-01-19 03:00:00,1631,1,1,1,3,18,3,23500.0,53.34,6.26,0,2.0,2.0,1014.0,100.0,2.0,96.095
1334153,2016-01-19 04:00:00,1631,1,1,1,4,18,3,23500.0,53.34,6.26,0,1.7,1.7,1014.5,340.0,1.0,86.4183
1337206,2016-01-19 05:00:00,1631,1,1,1,5,18,3,23500.0,53.34,6.26,0,3.1,3.0,1014.5,10.0,1.0,96.32
1340259,2016-01-19 06:00:00,1631,1,1,1,6,18,3,23500.0,53.34,6.26,0,3.7,3.7,1015.0,180.0,1.0,167.8142
1343312,2016-01-19 07:00:00,1631,1,1,1,7,18,3,23500.0,53.34,6.26,0,3.8,3.8,1015.0,250.0,1.0,188.985
1346365,2016-01-19 08:00:00,1631,1,1,1,8,18,3,23500.0,53.34,6.26,0,4.0,4.0,1015.0,360.0,1.0,255.5842
1349418,2016-01-19 09:00:00,1631,1,1,1,9,18,3,23500.0,53.34,6.26,0,4.5,4.4,1015.5,340.0,1.0,286.2267
1352471,2016-01-19 10:00:00,1631,1,1,1,10,18,3,23500.0,53.34,6.26,0,4.7,4.7,1016.0,130.0,1.0,293.2975
1355524,2016-01-19 11:00:00,1631,1,1,1,11,18,3,23500.0,53.34,6.26,0,5.2,5.1,1016.0,360.0,1.0,281.57
1358577,2016-01-19 12:00:00,1631,1,1,1,12,18,3,23500.0,53.34,6.26,0,5.7,5.4,1016.0,360.0,1.0,282.76
1361630,2016-01-19 13:00:00,1631,1,1,1,13,18,3,23500.0,53.34,6.26,0,6.4,6.0,1016.0,110.0,2.0,279.2525
1364683,2016-01-19 14:00:00,1631,1,1,1,14,18,3,23500.0,53.34,6.26,0,6.9,5.2,1016.0,130.0,3.0,301.6625
1367736,2016-01-19 15:00:00,1631,1,1,1,15,18,3,23500.0,53.34,6.26,0,7.3,5.2,1016.0,140.0,3.0,290.2683
1370789,2016-01-19 16:00:00,1631,1,1,1,16,18,3,23500.0,53.34,6.26,0,7.1,4.7,1016.0,140.0,2.0,270.6558
1373842,2016-01-19 17:00:00,1631,1,1,1,17,18,3,23500.0,53.34,6.26,0,6.6,4.8,1016.5,160.0,3.0,231.8192
1376895,2016-01-19 18:00:00,1631,1,1,1,18,18,3,23500.0,53.34,6.26,0,5.2,3.6,1016.5,130.0,2.0,211.6508
1379948,2016-01-19 19:00:00,1631,1,1,1,19,18,3,23500.0,53.34,6.26,0,2.3,1.3,1017.0,150.0,2.0,192.145
1383001,2016-01-19 20:00:00,1631,1,1,1,20,18,3,23500.0,53.34,6.26,0,0.5,0.0,1017.0,130.0,3.0,161.3767
1386054,2016-01-19 21:00:00,1631,1,1,1,21,18,3,23500.0,53.34,6.26,0,-0.1,-0.5,1017.5,120.0,3.0,150.0625
1389107,2016-01-19 22:00:00,1631,1,1,1,22,18,3,23500.0,53.34,6.26,0,2.7,2.5,1017.5,140.0,3.0,136.5892
1392160,2016-01-19 23:00:00,1631,1,1,1,23,18,3,23500.0,53.34,6.26,0,2.9,1.8,1017.5,170.0,3.0,118.5858
1395213,2016-01-20 00:00:00,1631,1,1,2,0,18,3,23500.0,53.34,6.26,0,1.5,0.7,1018.0,160.0,2.0,94.0683
1398266,2016-01-20 01:00:00,1631,1,1,2,1,18,3,23500.0,53.34,6.26,0,2.8,1.2,1017.5,160.0,3.0,88.21
1401319,2016-01-20 02:00:00,1631,1,1,2,2,18,3,23500.0,53.34,6.26,0,3.4,1.0,1017.0,150.0,2.0,93.5775
1404372,2016-01-20 03:00:00,1631,1,1,2,3,18,3,23500.0,53.34,6.26,0,-0.7,-1.6,1017.5,130.0,3.0,89.95
1407425,2016-01-20 04:00:00,1631,1,1,2,4,18,3,23500.0,53.34,6.26,0,1.7,0.3,1017.0,130.0,3.0,90.9833
1410478,2016-01-20 05:00:00,1631,1,1,2,5,18,3,23500.0,53.34,6.26,0,0.9,0.1,1017.5,140.0,3.0,96.3392
1413531,2016-01-20 06:00:00,1631,1,1,2,6,18,3,23500.0,53.34,6.26,0,1.8,0.2,1017.5,140.0,3.0,160.1742
1416584,2016-01-20 07:00:00,1631,1,1,2,7,18,3,23500.0,53.34,6.26,0,2.3,-0.4,1017.5,130.0,4.0,190.3058
1419637,2016-01-20 08:00:00,1631,1,1,2,8,18,3,23500.0,53.34,6.26,0,2.4,-1.0,1017.5,150.0,4.0,233.8817
1422690,2016-01-20 09:00:00,1631,1,1,2,9,18,3,23500.0,53.34,6.26,0,3.0,-1.0,1017.5,150.0,4.0,275.5667
1425743,2016-01-20 10:00:00,1631,1,1,2,10,18,3,23500.0,53.34,6.26,0,4.2,-0.9,1017.5,150.0,4.0,285.4258
1428796,2016-01-20 11:00:00,1631,1,1,2,11,18,3,23500.0,53.34,6.26,0,5.1,-1.4,1018.0,140.0,7.0,269.9992
1431849,2016-01-20 12:00:00,1631,1,1,2,12,18,3,23500.0,53.34,6.26,0,5.7,-0.2,1017.5,150.0,8.0,271.93
1434902,2016-01-20 13:00:00,1631,1,1,2,13,18,3,23500.0,53.34,6.26,0,5.9,0.5,1017.5,150.0,8.0,273.5217
1437955,2016-01-20 14:00:00,1631,1,1,2,14,18,3,23500.0,53.34,6.26,0,5.9,0.4,1017.0,140.0,8.0,300.2533
1441008,2016-01-20 15:00:00,1631,1,1,2,15,18,3,23500.0,53.34,6.26,0,4.8,0.5,1016.5,140.0,7.0,289.4258
1444061,2016-01-20 16:00:00,1631,1,1,2,16,18,3,23500.0,53.34,6.26,0,4.5,0.5,1016.5,140.0,7.0,272.4383
1447114,2016-01-20 17:00:00,1631,1,1,2,17,18,3,23500.0,53.34,6.26,0,4.3,0.5,1016.5,140.0,6.0,234.7542
1450167,2016-01-20 18:00:00,1631,1,1,2,18,18,3,23500.0,53.34,6.26,0,4.7,0.5,1016.5,140.0,7.0,206.5217
1453220,2016-01-20 19:00:00,1631,1,1,2,19,18,3,23500.0,53.34,6.26,0,4.6,0.5,1016.5,150.0,5.0,187.4725
1456273,2016-01-20 20:00:00,1631,1,1,2,20,18,3,23500.0,53.34,6.26,0,5.0,1.1,1016.0,140.0,7.0,163.8725
1459326,2016-01-20 21:00:00,1631,1,1,2,21,18,3,23500.0,53.34,6.26,0,5.2,1.9,1015.5,140.0,7.0,152.9225
1462379,2016-01-20 22:00:00,1631,1,1,2,22,18,3,23500.0,53.34,6.26,0,5.6,2.4,1015.0,130.0,8.0,132.7217
1465432,2016-01-20 23:00:00,1631,1,1,2,23,18,3,23500.0,53.34,6.26,0,5.2,3.5,1015.0,130.0,10.0,120.4492
1468485,2016-01-21 00:00:00,1631,1,1,3,0,18,3,23500.0,53.34,6.26,0,5.3,3.6,1014.5,140.0,10.0,105.4933
1471538,2016-01-21 01:00:00,1631,1,1,3,1,18,3,23500.0,53.34,6.26,0,5.6,3.6,1014.0,140.0,9.0,90.41
1474591,2016-01-21 02:00:00,1631,1,1,3,2,18,3,23500.0,53.34,6.26,0,5.5,3.9,1013.5,140.0,9.0,91.495
1477644,2016-01-21 03:00:00,1631,1,1,3,3,18,3,23500.0,53.34,6.26,0,6.1,4.4,1013.0,160.0,7.0,100.3175
1480697,2016-01-21 04:00:00,1631,1,1,3,4,18,3,23500.0,53.34,6.26,0,6.1,5.0,1012.5,150.0,10.0,93.2542
1483750,2016-01-21 05:00:00,1631,1,1,3,5,18,3,23500.0,53.34,6.26,0,6.5,5.5,1012.5,140.0,7.0,95.9725
1486803,2016-01-21 06:00:00,1631,1,1,3,6,18,3,23500.0,53.34,6.26,0,6.7,5.9,1011.5,150.0,10.0,167.7225
1489856,2016-01-21 07:00:00,1631,1,1,3,7,18,3,23500.0,53.34,6.26,0,6.8,6.1,1011.0,140.0,10.0,197.4825
1492909,2016-01-21 08:00:00,1631,1,1,3,8,18,3,23500.0,53.34,6.26,0,7.8,6.5,1011.0,140.0,7.0,261.8808
1495962,2016-01-21 09:00:00,1631,1,1,3,9,18,3,23500.0,53.34,6.26,0,7.7,6.7,1010.5,130.0,10.0,285.5592
1499015,2016-01-21 10:00:00,1631,1,1,3,10,18,3,23500.0,53.34,6.26,0,8.5,7.3,1010.0,140.0,8.0,294.8492
1502068,2016-01-21 11:00:00,1631,1,1,3,11,18,3,23500.0,53.34,6.26,0,8.8,7.8,1010.5,140.0,9.0,273.5983
1505121,2016-01-21 12:00:00,1631,1,1,3,12,18,3,23500.0,53.34,6.26,0,9.5,8.2,1010.0,150.0,8.0,274.6933
1508174,2016-01-21 13:00:00,1631,1,1,3,13,18,3,23500.0,53.34,6.26,0,10.4,8.5,1009.0,140.0,6.0,274.2
1511227,2016-01-21 14:00:00,1631,1,1,3,14,18,3,23500.0,53.34,6.26,0,11.8,8.7,1008.5,140.0,6.0,298.2517
1514280,2016-01-21 15:00:00,1631,1,1,3,15,18,3,23500.0,53.34,6.26,0,11.0,8.9,1008.0,140.0,7.0,286.575
1517333,2016-01-21 16:00:00,1631,1,1,3,16,18,3,23500.0,53.34,6.26,0,11.9,8.8,1008.0,160.0,5.0,270.6908
1520386,2016-01-21 17:00:00,1631,1,1,3,17,18,3,23500.0,53.34,6.26,0,11.3,8.9,1007.5,140.0,6.0,235.3292
1523439,2016-01-21 18:00:00,1631,1,1,3,18,18,3,23500.0,53.34,6.26,0,11.9,9.0,1007.5,160.0,6.0,209.8308
1526492,2016-01-21 19:00:00,1631,1,1,3,19,18,3,23500.0,53.34,6.26,0,11.6,8.8,1007.5,150.0,7.0,185.6558
1529545,2016-01-21 20:00:00,1631,1,1,3,20,18,3,23500.0,53.34,6.26,0,11.5,8.8,1007.0,130.0,5.0,162.0725
1532598,2016-01-21 21:00:00,1631,1,1,3,21,18,3,23500.0,53.34,6.26,0,11.1,9.0,1006.0,140.0,7.0,149.385
1535651,2016-01-21 22:00:00,1631,1,1,3,22,18,3,23500.0,53.34,6.26,0,11.1,9.2,1005.0,150.0,8.0,129.29
1538704,2016-01-21 23:00:00,1631,1,1,3,23,18,3,23500.0,53.34,6.26,0,11.8,9.5,1005.0,150.0,5.0,118.7675
1541757,2016-01-22 00:00:00,1631,1,1,4,0,18,3,23500.0,53.34,6.26,0,11.5,9.7,1004.0,140.0,6.0,98.0767
1544810,2016-01-22 01:00:00,1631,1,1,4,1,18,3,23500.0,53.34,6.26,0,12.1,9.4,1003.5,160.0,8.0,93.085
1547863,2016-01-22 02:00:00,1631,1,1,4,2,18,3,23500.0,53.34,6.26,0,12.2,9.6,1002.5,160.0,10.0,90.6692
1550916,2016-01-22 03:00:00,1631,1,1,4,3,18,3,23500.0,53.34,6.26,0,11.5,9.6,1001.5,160.0,11.0,91.9975
1553969,2016-01-22 04:00:00,1631,1,1,4,4,18,3,23500.0,53.34,6.26,0,12.0,10.0,1001.0,170.0,8.0,89.3025
1557022,2016-01-22 05:00:00,1631,1,1,4,5,18,3,23500.0,53.34,6.26,0,11.7,10.4,1001.0,160.0,5.0,95.0033
1560075,2016-01-22 06:00:00,1631,1,1,4,6,18,3,23500.0,53.34,6.26,0,12.1,10.7,1001.0,180.0,5.0,159.97
1563128,2016-01-22 07:00:00,1631,1,1,4,7,18,3,23500.0,53.34,6.26,0,12.3,10.5,1001.0,200.0,7.0,193.77
1566181,2016-01-22 08:00:00,1631,1,1,4,8,18,3,23500.0,53.34,6.26,0,11.8,9.2,1002.0,210.0,7.0,253.705
1569234,2016-01-22 09:00:00,1631,1,1,4,9,18,3,23500.0,53.34,6.26,0,11.4,9.0,1003.0,190.0,4.0,279.595
1572287,2016-01-22 10:00:00,1631,1,1,4,10,18,3,23500.0,53.34,6.26,0,11.8,8.2,1004.5,220.0,9.0,289.195
1575340,2016-01-22 11:00:00,1631,1,1,4,11,18,3,23500.0,53.34,6.26,0,11.4,6.1,1005.5,230.0,9.0,275.2017
1578393,2016-01-22 12:00:00,1631,1,1,4,12,18,3,23500.0,53.34,6.26,0,11.5,6.6,1006.0,230.0,9.0,264.645
1581446,2016-01-22 13:00:00,1631,1,1,4,13,18,3,23500.0,53.34,6.26,0,10.3,6.0,1007.5,240.0,12.0,261.9267
1584499,2016-01-22 14:00:00,1631,1,1,4,14,18,3,23500.0,53.34,6.26,0,10.9,4.7,1007.5,230.0,11.0,286.6808
1587552,2016-01-22 15:00:00,1631,1,1,4,15,18,3,23500.0,53.34,6.26,0,10.5,4.7,1008.5,230.0,11.0,279.2667
1590605,2016-01-22 16:00:00,1631,1,1,4,16,18,3,23500.0,53.34,6.26,0,10.1,4.1,1009.5,230.0,11.0,249.5083
1593658,2016-01-22 17:00:00,1631,1,1,4,17,18,3,23500.0,53.34,6.26,0,9.1,3.9,1010.5,230.0,8.0,212.4092
1596711,2016-01-22 18:00:00,1631,1,1,4,18,18,3,23500.0,53.34,6.26,0,8.7,4.1,1012.0,230.0,8.0,197.1942
1599764,2016-01-22 19:00:00,1631,1,1,4,19,18,3,23500.0,53.34,6.26,0,8.4,4.0,1013.0,230.0,9.0,173.1717
1602817,2016-01-22 20:00:00,1631,1,1,4,20,18,3,23500.0,53.34,6.26,0,8.7,4.5,1014.0,220.0,9.0,151.4817
1605870,2016-01-22 21:00:00,1631,1,1,4,21,18,3,23500.0,53.34,6.26,0,8.3,4.6,1015.0,230.0,10.0,148.8408
1608923,2016-01-22 22:00:00,1631,1,1,4,22,18,3,23500.0,53.34,6.26,0,8.4,4.6,1016.0,230.0,8.0,130.5625
1611976,2016-01-22 23:00:00,1631,1,1,4,23,18,3,23500.0,53.34,6.26,0,8.2,4.8,1017.0,230.0,10.0,89.2017
1615029,2016-01-23 00:00:00,1631,1,1,5,0,18,3,23500.0,53.34,6.26,0,7.9,4.7,1019.0,230.0,8.0,92.2383
1618082,2016-01-23 01:00:00,1631,1,1,5,1,18,3,23500.0,53.34,6.26,0,7.7,4.7,1020.0,220.0,7.0,92.4725
1621135,2016-01-23 02:00:00,1631,1,1,5,2,18,3,23500.0,53.34,6.26,0,7.8,4.7,1020.5,220.0,6.0,92.295
1624188,2016-01-23 03:00:00,1631,1,1,5,3,18,3,23500.0,53.34,6.26,0,8.2,5.1,1021.0,200.0,5.0,92.5825
1627241,2016-01-23 04:00:00,1631,1,1,5,4,18,3,23500.0,53.34,6.26,0,7.8,5.3,1021.0,180.0,4.0,88.5717
1630294,2016-01-23 05:00:00,1631,1,1,5,5,18,3,23500.0,53.34,6.26,0,8.0,5.4,1021.5,200.0,4.0,92.0617
1633347,2016-01-23 06:00:00,1631,1,1,5,6,18,3,23500.0,53.34,6.26,0,7.5,5.1,1022.0,170.0,2.0,99.6317
1636400,2016-01-23 07:00:00,1631,1,1,5,7,18,3,23500.0,53.34,6.26,0,7.5,4.4,1022.0,210.0,4.0,96.5908
1639453,2016-01-23 08:00:00,1631,1,1,5,8,18,3,23500.0,53.34,6.26,0,8.8,5.1,1022.0,190.0,5.0,126.8158
1642506,2016-01-23 09:00:00,1631,1,1,5,9,18,3,23500.0,53.34,6.26,0,9.7,6.1,1022.5,210.0,8.0,153.3525
1645559,2016-01-23 10:00:00,1631,1,1,5,10,18,3,23500.0,53.34,6.26,0,10.1,5.3,1021.5,190.0,5.0,156.4942
1648612,2016-01-23 11:00:00,1631,1,1,5,11,18,3,23500.0,53.34,6.26,0,10.3,4.7,1021.5,190.0,6.0,134.08
1651665,2016-01-23 12:00:00,1631,1,1,5,12,18,3,23500.0,53.34,6.26,0,10.2,4.9,1021.5,190.0,6.0,133.7508
1654718,2016-01-23 13:00:00,1631,1,1,5,13,18,3,23500.0,53.34,6.26,0,10.3,5.1,1021.0,170.0,7.0,129.4575
1657771,2016-01-23 14:00:00,1631,1,1,5,14,18,3,23500.0,53.34,6.26,0,10.3,5.0,1020.0,180.0,5.0,136.1192
1660824,2016-01-23 15:00:00,1631,1,1,5,15,18,3,23500.0,53.34,6.26,0,9.5,6.9,1018.5,150.0,6.0,138.3858
1663877,2016-01-23 16:00:00,1631,1,1,5,16,18,3,23500.0,53.34,6.26,0,9.7,7.3,1017.0,150.0,8.0,137.2575
1666930,2016-01-23 17:00:00,1631,1,1,5,17,18,3,23500.0,53.34,6.26,0,10.1,8.3,1016.0,160.0,9.0,125.8933
1669983,2016-01-23 18:00:00,1631,1,1,5,18,18,3,23500.0,53.34,6.26,0,10.7,8.7,1016.0,170.0,6.0,127.7242
1673036,2016-01-23 19:00:00,1631,1,1,5,19,18,3,23500.0,53.34,6.26,0,12.0,10.0,1016.0,210.0,7.0,122.7608
1676089,2016-01-23 20:00:00,1631,1,1,5,20,18,3,23500.0,53.34,6.26,0,11.9,10.3,1016.5,210.0,5.0,114.1058
1679142,2016-01-23 21:00:00,1631,1,1,5,21,18,3,23500.0,53.34,6.26,0,11.9,10.3,1016.0,210.0,6.0,107.3992
1682195,2016-01-23 22:00:00,1631,1,1,5,22,18,3,23500.0,53.34,6.26,0,12.0,10.2,1016.5,200.0,5.0,90.7183
1685248,2016-01-23 23:00:00,1631,1,1,5,23,18,3,23500.0,53.34,6.26,0,12.1,10.1,1016.5,220.0,6.0,89.6583
1688301,2016-01-24 00:00:00,1631,1,1,6,0,18,3,23500.0,53.34,6.26,0,12.5,10.5,1017.0,210.0,7.0,90.3367
1691354,2016-01-24 01:00:00,1631,1,1,6,1,18,3,23500.0,53.34,6.26,0,12.6,10.7,1016.5,200.0,5.0,89.8808
1694407,2016-01-24 02:00:00,1631,1,1,6,2,18,3,23500.0,53.34,6.26,0,13.6,11.3,1016.5,200.0,5.0,91.9858
1697460,2016-01-24 03:00:00,1631,1,1,6,3,18,3,23500.0,53.34,6.26,0,13.3,11.3,1016.0,200.0,7.0,92.0392
1700513,2016-01-24 04:00:00,1631,1,1,6,4,18,3,23500.0,53.34,6.26,0,13.3,11.0,1015.5,210.0,7.0,91.0308
1703566,2016-01-24 05:00:00,1631,1,1,6,5,18,3,23500.0,53.34,6.26,0,12.7,10.5,1016.0,210.0,8.0,92.4042
1706619,2016-01-24 06:00:00,1631,1,1,6,6,18,3,23500.0,53.34,6.26,0,12.7,10.4,1016.5,210.0,7.0,92.1942
1709672,2016-01-24 07:00:00,1631,1,1,6,7,18,3,23500.0,53.34,6.26,0,13.0,10.5,1016.5,210.0,9.0,92.7367
1712725,2016-01-24 08:00:00,1631,1,1,6,8,18,3,23500.0,53.34,6.26,0,13.1,10.7,1017.0,210.0,9.0,128.6058
1715778,2016-01-24 09:00:00,1631,1,1,6,9,18,3,23500.0,53.34,6.26,0,12.9,10.6,1017.5,220.0,7.0,171.6867
1718831,2016-01-24 10:00:00,1631,1,1,6,10,18,3,23500.0,53.34,6.26,0,13.4,10.7,1017.5,210.0,8.0,170.38
1721884,2016-01-24 11:00:00,1631,1,1,6,11,18,3,23500.0,53.34,6.26,0,13.1,10.9,1018.0,210.0,7.0,166.6233
1724937,2016-01-24 12:00:00,1631,1,1,6,12,18,3,23500.0,53.34,6.26,0,13.3,11.0,1018.0,210.0,8.0,162.7783
1727990,2016-01-24 13:00:00,1631,1,1,6,13,18,3,23500.0,53.34,6.26,0,13.3,10.9,1017.5,210.0,7.0,162.12
1731043,2016-01-24 14:00:00,1631,1,1,6,14,18,3,23500.0,53.34,6.26,0,13.9,10.8,1017.0,200.0,10.0,160.2633
1734096,2016-01-24 15:00:00,1631,1,1,6,15,18,3,23500.0,53.34,6.26,0,13.9,11.0,1016.0,200.0,10.0,159.76
1737149,2016-01-24 16:00:00,1631,1,1,6,16,18,3,23500.0,53.34,6.26,0,14.1,11.1,1015.5,200.0,10.0,161.595
1740202,2016-01-24 17:00:00,1631,1,1,6,17,18,3,23500.0,53.34,6.26,0,14.4,10.8,1015.0,200.0,11.0,165.53
1743255,2016-01-24 18:00:00,1631,1,1,6,18,18,3,23500.0,53.34,6.26,0,14.4,10.7,1014.5,190.0,12.0,155.0283
1746308,2016-01-24 19:00:00,1631,1,1,6,19,18,3,23500.0,53.34,6.26,0,15.1,10.4,1014.0,180.0,10.0,144.8392
1749361,2016-01-24 20:00:00,1631,1,1,6,20,18,3,23500.0,53.34,6.26,0,14.7,10.1,1013.5,190.0,10.0,134.8075
1752414,2016-01-24 21:00:00,1631,1,1,6,21,18,3,23500.0,53.34,6.26,0,14.6,10.3,1013.5,190.0,9.0,128.1775
1755467,2016-01-24 22:00:00,1631,1,1,6,22,18,3,23500.0,53.34,6.26,0,14.1,9.6,1013.0,190.0,10.0,119.2133
1758520,2016-01-24 23:00:00,1631,1,1,6,23,18,3,23500.0,53.34,6.26,0,13.6,9.8,1012.5,180.0,8.0,94.5975
1761573,2016-01-25 00:00:00,1631,1,1,0,0,18,3,23500.0,53.34,6.26,0,12.4,10.2,1011.5,150.0,10.0,90.6942
1764626,2016-01-25 01:00:00,1631,1,1,0,1,18,3,23500.0,53.34,6.26,0,12.1,10.0,1011.0,150.0,7.0,90.4617
1767679,2016-01-25 02:00:00,1631,1,1,0,2,18,3,23500.0,53.34,6.26,0,12.1,9.8,1010.0,140.0,8.0,98.1867
1770732,2016-01-25 03:00:00,1631,1,1,0,3,18,3,23500.0,53.34,6.26,0,13.4,9.9,1009.0,160.0,6.0,97.3575
1773785,2016-01-25 04:00:00,1631,1,1,0,4,18,3,23500.0,53.34,6.26,0,13.0,9.8,1008.0,150.0,7.0,96.1517
